question1,question2,is_duplicate
Where should someone new to PostgreSQL begin?,How can a beginner start out with PostgreSQL?,1
How can a beginner start out with quantum computing?,How much does quantum computing cost?,0
How do I get started with compound interest?,Where should someone new to compound interest begin?,1
Why is compound interest controversial?,How much does Python cost?,0
How can a beginner start out with quantum computing?,What is the best way to begin learning quantum computing?,1
What is the best way to begin learning espresso?,How do I get started with espresso?,1
How can a beginner start out with the stock market?,What is the history of the stock market?,0
How can a beginner start out with Python?,How do I get started with Python?,1
Where should someone new to sourdough bread begin?,What is the best way to begin learning sourdough bread?,1
How do I get started with the Roman empire?,What is the best way to begin learning the Roman empire?,1
How can a beginner start out with Go modules?,Where should someone new to Go modules begin?,1
How do I get started with the Roman empire?,How can a beginner start out with the Roman empire?,1
How can a beginner start out with REST APIs?,What is the history of the immune system?,0
What is the best way to begin learning sourdough bread?,Where should someone new to sourdough bread begin?,1
What is the best way to begin learning the stock market?,How much does the stock market cost?,0
Where should someone new to rock climbing begin?,How do I get started with rock climbing?,1
How do I get started with compound interest?,What are the risks of compound interest?,0
Where should someone new to the stock market begin?,What is the best way to begin learning the stock market?,1
How can a beginner start out with the stock market?,Where should someone new to the stock market begin?,1
Where should someone new to sleep hygiene begin?,How much does the immune system cost?,0
Where should someone new to the water cycle begin?,How can a beginner start out with the water cycle?,1
How can a beginner start out with Python?,Who invented REST APIs?,0
How can a beginner start out with electric cars?,Where should someone new to electric cars begin?,1
How do I get started with sourdough bread?,What are the risks of sourdough bread?,0
What is the best way to begin learning electric cars?,How do I get started with electric cars?,1
Where should someone new to rock climbing begin?,What is the best way to begin learning rock climbing?,1
What is the best way to begin learning the stock market?,Where should someone new to the stock market begin?,1
What is the best way to begin learning rock climbing?,Where should someone new to rock climbing begin?,1
How can a beginner start out with espresso?,Where should someone new to climate change begin?,0
